===== 实验一：NL解析准确率 =====

--- 1.1 意图识别 5x5 混淆矩阵 ---
实际\预测,QUERY,CREATE,UPDATE,DELETE,STATISTICS
QUERY,98,0,0,0,2
CREATE,57,43,0,0,0
UPDATE,36,0,62,0,2
DELETE,62,0,0,38,0
STATISTICS,37,0,0,0,63

--- 1.2 实体类型识别 5x5 混淆矩阵 ---
实际\预测,EQUIPMENT,CONSUMABLE,INSPECTION,NULL
EQUIPMENT,180,0,0,0
CONSUMABLE,0,159,0,0
INSPECTION,0,0,161,0
NULL,0,0,0,0

--- 1.3 分类准确率汇总 ---
类别,样本数,意图准确率(%),实体类型准确率(%),实体ID准确率(%),综合准确率(%)
QUERY,100,98.0,100.0,100.0,98.0
CREATE,100,43.0,100.0,100.0,43.0
UPDATE,100,62.0,100.0,100.0,62.0
DELETE,100,38.0,100.0,100.0,38.0
STATISTICS,100,63.0,100.0,100.0,63.0
总体,500,60.8,100.0,100.0,60.8

--- 1.4 变体准确率对比 ---
变体,样本数,意图准确率(%),实体类型准确率(%),实体ID准确率(%),综合准确率(%)
STANDARD,125,77.6,100.0,100.0,77.6
COLLOQUIAL,125,20.0,100.0,100.0,20.0
ABBREVIATED,125,73.6,100.0,100.0,73.6
NOISY,125,72.0,100.0,100.0,72.0

--- 1.5 逐条测试结果详情 ---
类别,变体,输入文本,期望意图,实际意图,意图匹配,期望实体类型,实际实体类型,类型匹配,期望实体ID,实际实体ID,ID匹配
DELETE,STANDARD,"移除耗材CS-2024-089的入库记录",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-089,CS-2024-089,true
DELETE,STANDARD,"清除耗材CS-2024-090的错误数据",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-090,CS-2024-090,true
DELETE,STANDARD,"删除巡检记录IN-2024-083",DELETE,DELETE,true,INSPECTION,INSPECTION,true,IN-2024-083,IN-2024-083,true
DELETE,STANDARD,"移除巡检记录IN-2024-084",DELETE,DELETE,true,INSPECTION,INSPECTION,true,IN-2024-084,IN-2024-084,true
DELETE,STANDARD,"清除巡检记录IN-2024-085的数据",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-085,IN-2024-085,true
DELETE,STANDARD,"撤销巡检记录IN-2024-086的结论",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-086,IN-2024-086,true
DELETE,STANDARD,"删除巡检记录IN-2024-087的问题项",DELETE,DELETE,true,INSPECTION,INSPECTION,true,IN-2024-087,IN-2024-087,true
DELETE,STANDARD,"移除巡检记录IN-2024-088的附件",DELETE,DELETE,true,INSPECTION,INSPECTION,true,IN-2024-088,IN-2024-088,true
DELETE,STANDARD,"清除巡检记录IN-2024-089的签名",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-089,IN-2024-089,true
DELETE,STANDARD,"撤销巡检记录IN-2024-090的复查申请",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-090,IN-2024-090,true
DELETE,STANDARD,"删除巡检记录IN-2024-091的异常标记",DELETE,DELETE,true,INSPECTION,INSPECTION,true,IN-2024-091,IN-2024-091,true
DELETE,COLLOQUIAL,"把EQ-2024-085这条记录去了",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-085,EQ-2024-085,true
DELETE,COLLOQUIAL,"EQ-2024-086报废了处理掉",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-086,EQ-2024-086,true
DELETE,COLLOQUIAL,"EQ-2024-087这个设备不要了",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-087,EQ-2024-087,true
DELETE,COLLOQUIAL,"EQ-2024-088的档案作废",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-088,EQ-2024-088,true
DELETE,COLLOQUIAL,"EQ-2024-089维护计划取消掉",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-089,EQ-2024-089,true
DELETE,COLLOQUIAL,"EQ-2024-090不巡检了清掉计划",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-090,EQ-2024-090,true
DELETE,COLLOQUIAL,"EQ-2024-091运行记录抹掉",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-091,EQ-2024-091,true
DELETE,COLLOQUIAL,"EQ-2024-092故障日志不要了",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-092,EQ-2024-092,true
DELETE,COLLOQUIAL,"EQ-2024-093权限收回清掉",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-093,EQ-2024-093,true
DELETE,COLLOQUIAL,"CS-2024-084库存数据清掉",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-084,CS-2024-084,true
DELETE,COLLOQUIAL,"CS-2024-085不需要了去掉",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-085,CS-2024-085,true
DELETE,COLLOQUIAL,"CS-2024-086这批次过期处理",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-086,CS-2024-086,true
DELETE,COLLOQUIAL,"CS-2024-087订单取消作废掉",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-087,CS-2024-087,true
DELETE,COLLOQUIAL,"CS-2024-088质检报告废掉",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-088,CS-2024-088,true
DELETE,COLLOQUIAL,"CS-2024-089入库记录抹掉",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-089,CS-2024-089,true
DELETE,COLLOQUIAL,"CS-2024-090数据错了清掉",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-090,CS-2024-090,true
DELETE,COLLOQUIAL,"IN-2024-083这条记录作废",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-083,IN-2024-083,true
DELETE,COLLOQUIAL,"IN-2024-084记录不要了去掉",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-084,IN-2024-084,true
DELETE,COLLOQUIAL,"IN-2024-085数据清掉重来",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-085,IN-2024-085,true
DELETE,COLLOQUIAL,"IN-2024-086结论不对废掉",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-086,IN-2024-086,true
DELETE,COLLOQUIAL,"IN-2024-087这个问题过时删",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-087,IN-2024-087,true
DELETE,COLLOQUIAL,"IN-2024-088附件废掉换新的",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-088,IN-2024-088,true
DELETE,COLLOQUIAL,"IN-2024-089签名不对清掉",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-089,IN-2024-089,true
DELETE,COLLOQUIAL,"IN-2024-090复查不用了取消",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-090,IN-2024-090,true
DELETE,COLLOQUIAL,"IN-2024-091异常标记抹掉",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-091,IN-2024-091,true
DELETE,ABBREVIATED,"删除EQ-2024-085",DELETE,DELETE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-085,EQ-2024-085,true
DELETE,ABBREVIATED,"移除EQ-2024-086",DELETE,DELETE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-086,EQ-2024-086,true
DELETE,ABBREVIATED,"清除EQ-2024-087",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-087,EQ-2024-087,true
DELETE,ABBREVIATED,"撤销EQ-2024-088",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-088,EQ-2024-088,true
DELETE,ABBREVIATED,"删除EQ-2024-089",DELETE,DELETE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-089,EQ-2024-089,true
DELETE,ABBREVIATED,"移除EQ-2024-090",DELETE,DELETE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-090,EQ-2024-090,true
DELETE,ABBREVIATED,"清除EQ-2024-091",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-091,EQ-2024-091,true
DELETE,ABBREVIATED,"删除CS-2024-091",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-091,CS-2024-091,true
DELETE,ABBREVIATED,"移除CS-2024-092",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-092,CS-2024-092,true
DELETE,ABBREVIATED,"清除CS-2024-093",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-093,CS-2024-093,true
DELETE,ABBREVIATED,"删除CS-2024-094",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-094,CS-2024-094,true
DELETE,ABBREVIATED,"移除CS-2024-095",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-095,CS-2024-095,true
DELETE,ABBREVIATED,"清除CS-2024-096",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-096,CS-2024-096,true
DELETE,ABBREVIATED,"删除IN-2024-092",DELETE,DELETE,true,INSPECTION,INSPECTION,true,IN-2024-092,IN-2024-092,true
DELETE,ABBREVIATED,"移除IN-2024-093",DELETE,DELETE,true,INSPECTION,INSPECTION,true,IN-2024-093,IN-2024-093,true
DELETE,ABBREVIATED,"清除IN-2024-094",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-094,IN-2024-094,true
DELETE,ABBREVIATED,"撤销IN-2024-095",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-095,IN-2024-095,true
DELETE,ABBREVIATED,"删EQ-2024-092",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-092,EQ-2024-092,true
DELETE,ABBREVIATED,"删CS-2024-097",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-097,CS-2024-097,true
DELETE,ABBREVIATED,"删IN-2024-096",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-096,IN-2024-096,true
DELETE,ABBREVIATED,"去EQ-2024-093",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-093,EQ-2024-093,true
DELETE,ABBREVIATED,"去CS-2024-098",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-098,CS-2024-098,true
DELETE,ABBREVIATED,"去IN-2024-097",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-097,IN-2024-097,true
DELETE,ABBREVIATED,"EQ-2024-094作废",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-094,EQ-2024-094,true
DELETE,ABBREVIATED,"CS-2024-099作废",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-099,CS-2024-099,true
DELETE,NOISY,"设备EQ-2024-085已经报废了麻烦删除相关记录",DELETE,DELETE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-085,EQ-2024-085,true
DELETE,NOISY,"EQ-2024-086这台设备已经处理掉了请移除资产信息",DELETE,DELETE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-086,EQ-2024-086,true
DELETE,NOISY,"麻烦把设备EQ-2024-087的台账记录清除掉谢谢",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-087,EQ-2024-087,true
DELETE,NOISY,"那个设备EQ-2024-088的维护计划不需要了请撤销",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-088,EQ-2024-088,true
DELETE,NOISY,"设备EQ-2024-089以后不巡检了帮忙删除巡检计划",DELETE,DELETE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-089,EQ-2024-089,true
DELETE,NOISY,"EQ-2024-090的运行记录数据有误需要移除",DELETE,DELETE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-090,EQ-2024-090,true
DELETE,NOISY,"请把设备EQ-2024-091的故障日志清除掉重新记录",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-091,EQ-2024-091,true
DELETE,NOISY,"那个设备EQ-2024-092的操作权限已经收回了帮我撤销",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-092,EQ-2024-092,true
DELETE,NOISY,"设备EQ-2024-093的备用信息不需要了删除",DELETE,DELETE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-093,EQ-2024-093,true
DELETE,NOISY,"耗材CS-2024-091的库存记录错了麻烦删除掉",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-091,CS-2024-091,true
DELETE,NOISY,"那个CS-2024-092要从物料清单里移除掉不要了",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-092,CS-2024-092,true
DELETE,NOISY,"麻烦把CS-2024-093的过期批次数据清除一下",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-093,CS-2024-093,true
DELETE,NOISY,"耗材CS-2024-094的采购订单已经取消了请撤销",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-094,CS-2024-094,true
DELETE,NOISY,"那个CS-2024-095的质检报告有问题需要删除",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-095,CS-2024-095,true
DELETE,NOISY,"麻烦把耗材CS-2024-096的入库记录移除谢谢",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-096,CS-2024-096,true
DELETE,NOISY,"耗材CS-2024-097的数据录入重复了请帮忙清除",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-097,CS-2024-097,true
DELETE,NOISY,"巡检记录IN-2024-092数据有误需要删除重新录入",DELETE,DELETE,true,INSPECTION,INSPECTION,true,IN-2024-092,IN-2024-092,true
DELETE,NOISY,"那个IN-2024-093的记录已经不适用了请移除掉",DELETE,DELETE,true,INSPECTION,INSPECTION,true,IN-2024-093,IN-2024-093,true
DELETE,NOISY,"麻烦把巡检记录IN-2024-094的数据清除一下",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-094,IN-2024-094,true
DELETE,NOISY,"巡检记录IN-2024-095的结论需要撤销重新评估",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-095,IN-2024-095,true
DELETE,NOISY,"IN-2024-096里面有个问题项需要删除处理",DELETE,DELETE,true,INSPECTION,INSPECTION,true,IN-2024-096,IN-2024-096,true
DELETE,NOISY,"巡检记录IN-2024-097的附件过期了请移除",DELETE,DELETE,true,INSPECTION,INSPECTION,true,IN-2024-097,IN-2024-097,true
DELETE,NOISY,"麻烦清除巡检记录IN-2024-098的签名信息谢谢",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-098,IN-2024-098,true
DELETE,NOISY,"那个IN-2024-099的复查申请已经不需要了请撤销",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-099,IN-2024-099,true
DELETE,NOISY,"巡检记录IN-2024-092的异常标记已处理请删除",DELETE,DELETE,true,INSPECTION,INSPECTION,true,IN-2024-092,IN-2024-092,true
STATISTICS,STANDARD,"统计设备EQ-2024-091的故障次数",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-091,EQ-2024-091,true
STATISTICS,STANDARD,"统计设备EQ-2024-092的巡检次数",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-092,EQ-2024-092,true
STATISTICS,STANDARD,"统计设备EQ-2024-093的维护次数",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-093,EQ-2024-093,true
STATISTICS,STANDARD,"统计设备EQ-2024-094的报警次数",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-094,EQ-2024-094,true
STATISTICS,STANDARD,"汇总设备EQ-2024-095的运行时长",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-095,EQ-2024-095,true
STATISTICS,STANDARD,"统计设备EQ-2024-096的能耗数据",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-096,EQ-2024-096,true
STATISTICS,STANDARD,"汇总设备EQ-2024-097的保养次数",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-097,EQ-2024-097,true
STATISTICS,STANDARD,"计算设备EQ-2024-098的故障频率",STATISTICS,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-098,EQ-2024-098,true
STATISTICS,STANDARD,"分析设备EQ-2024-099的维修成本",STATISTICS,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-099,EQ-2024-099,true
STATISTICS,STANDARD,"统计耗材CS-2024-091的总消耗",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-091,CS-2024-091,true
STATISTICS,STANDARD,"统计耗材CS-2024-092的月度用量",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-092,CS-2024-092,true
STATISTICS,STANDARD,"统计耗材CS-2024-093的消耗趋势",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-093,CS-2024-093,true
STATISTICS,STANDARD,"统计耗材CS-2024-094的采购次数",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-094,CS-2024-094,true
STATISTICS,STANDARD,"统计耗材CS-2024-095的库存变化",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-095,CS-2024-095,true
STATISTICS,STANDARD,"统计耗材CS-2024-096的总消耗金额",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-096,CS-2024-096,true
STATISTICS,STANDARD,"统计耗材CS-2024-097的批次消耗",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-097,CS-2024-097,true
STATISTICS,STANDARD,"统计耗材CS-2024-098的使用频率",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-098,CS-2024-098,true
STATISTICS,STANDARD,"统计巡检记录IN-2024-091的完成率",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-091,IN-2024-091,true
STATISTICS,STANDARD,"统计巡检记录IN-2024-092的异常率",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-092,IN-2024-092,true
STATISTICS,STANDARD,"统计巡检记录IN-2024-093的整改完成率",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-093,IN-2024-093,true
STATISTICS,STANDARD,"统计巡检记录IN-2024-094的合格率",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-094,IN-2024-094,true
STATISTICS,STANDARD,"统计巡检记录IN-2024-095的问题分布",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-095,IN-2024-095,true
STATISTICS,STANDARD,"统计巡检记录IN-2024-096的检查项",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-096,IN-2024-096,true
STATISTICS,STANDARD,"统计巡检记录IN-2024-097的复查数据",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-097,IN-2024-097,true
STATISTICS,STANDARD,"统计巡检记录IN-2024-098的合格率趋势",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-098,IN-2024-098,true
STATISTICS,COLLOQUIAL,"EQ-2024-091坏了多少次算一下",STATISTICS,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-091,EQ-2024-091,true
STATISTICS,COLLOQUIAL,"EQ-2024-092巡检过几次",STATISTICS,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-092,EQ-2024-092,true
STATISTICS,COLLOQUIAL,"EQ-2024-093做了什么保养",STATISTICS,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-093,EQ-2024-093,true
STATISTICS,COLLOQUIAL,"EQ-2024-094发了多少报警",STATISTICS,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-094,EQ-2024-094,true
STATISTICS,COLLOQUIAL,"EQ-2024-095长时间运行多久",STATISTICS,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-095,EQ-2024-095,true
STATISTICS,COLLOQUIAL,"EQ-2024-096耗了多少电记录",STATISTICS,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-096,EQ-2024-096,true
STATISTICS,COLLOQUIAL,"EQ-2024-097做了几次保养",STATISTICS,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-097,EQ-2024-097,true
STATISTICS,COLLOQUIAL,"EQ-2024-098多久坏一次算下",STATISTICS,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-098,EQ-2024-098,true
STATISTICS,COLLOQUIAL,"EQ-2024-099修了多少钱清单",STATISTICS,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-099,EQ-2024-099,true
STATISTICS,COLLOQUIAL,"CS-2024-091全消耗了多少",STATISTICS,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-091,CS-2024-091,true
STATISTICS,COLLOQUIAL,"CS-2024-092平均每月用多少",STATISTICS,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-092,CS-2024-092,true
STATISTICS,COLLOQUIAL,"CS-2024-093消耗趋势如何",STATISTICS,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-093,CS-2024-093,true
STATISTICS,COLLOQUIAL,"CS-2024-094采购过几批",STATISTICS,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-094,CS-2024-094,true
STATISTICS,COLLOQUIAL,"CS-2024-095库存怎么变",STATISTICS,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-095,CS-2024-095,true
STATISTICS,COLLOQUIAL,"CS-2024-096花了多少钱算",STATISTICS,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-096,CS-2024-096,true
STATISTICS,COLLOQUIAL,"CS-2024-097哪批消耗最多",STATISTICS,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-097,CS-2024-097,true
STATISTICS,COLLOQUIAL,"CS-2024-098哪个部门用得最多",STATISTICS,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-098,CS-2024-098,true
STATISTICS,COLLOQUIAL,"IN-2024-091完成比例如何",STATISTICS,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-091,IN-2024-091,true
STATISTICS,COLLOQUIAL,"IN-2024-092异常占比多少",STATISTICS,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-092,IN-2024-092,true
STATISTICS,COLLOQUIAL,"IN-2024-093整改执行比例",STATISTICS,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-093,IN-2024-093,true
STATISTICS,COLLOQUIAL,"IN-2024-094合格率是多少",STATISTICS,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-094,IN-2024-094,true
STATISTICS,COLLOQUIAL,"IN-2024-095哪类问题偏多",STATISTICS,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-095,IN-2024-095,true
STATISTICS,COLLOQUIAL,"IN-2024-096查了哪些项目",STATISTICS,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-096,IN-2024-096,true
STATISTICS,COLLOQUIAL,"IN-2024-097复查几次了",STATISTICS,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-097,IN-2024-097,true
STATISTICS,COLLOQUIAL,"IN-2024-098合格趋势怎么样",STATISTICS,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-098,IN-2024-098,true
STATISTICS,ABBREVIATED,"统计EQ-2024-091故障",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-091,EQ-2024-091,true
STATISTICS,ABBREVIATED,"统计EQ-2024-092巡检",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-092,EQ-2024-092,true
STATISTICS,ABBREVIATED,"统计EQ-2024-093维护",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-093,EQ-2024-093,true
STATISTICS,ABBREVIATED,"统计EQ-2024-094报警",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-094,EQ-2024-094,true
STATISTICS,ABBREVIATED,"汇总EQ-2024-095运行",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-095,EQ-2024-095,true
STATISTICS,ABBREVIATED,"统计EQ-2024-096能耗",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-096,EQ-2024-096,true
STATISTICS,ABBREVIATED,"汇总EQ-2024-097保养",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-097,EQ-2024-097,true
STATISTICS,ABBREVIATED,"计算EQ-2024-098频率",STATISTICS,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-098,EQ-2024-098,true
STATISTICS,ABBREVIATED,"分析EQ-2024-099成本",STATISTICS,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-099,EQ-2024-099,true
STATISTICS,ABBREVIATED,"统计CS-2024-091消耗",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-091,CS-2024-091,true
STATISTICS,ABBREVIATED,"统计CS-2024-092用量",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-092,CS-2024-092,true
STATISTICS,ABBREVIATED,"统计CS-2024-093趋势",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-093,CS-2024-093,true
STATISTICS,ABBREVIATED,"统计CS-2024-094采购",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-094,CS-2024-094,true
STATISTICS,ABBREVIATED,"统计CS-2024-095库存",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-095,CS-2024-095,true
STATISTICS,ABBREVIATED,"统计CS-2024-096金额",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-096,CS-2024-096,true
STATISTICS,ABBREVIATED,"统计CS-2024-097批次",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-097,CS-2024-097,true
STATISTICS,ABBREVIATED,"统计CS-2024-098频率",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-098,CS-2024-098,true
STATISTICS,ABBREVIATED,"统计IN-2024-091完成",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-091,IN-2024-091,true
STATISTICS,ABBREVIATED,"统计IN-2024-092异常",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-092,IN-2024-092,true
STATISTICS,ABBREVIATED,"统计IN-2024-093整改",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-093,IN-2024-093,true
STATISTICS,ABBREVIATED,"统计IN-2024-094合格",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-094,IN-2024-094,true
STATISTICS,ABBREVIATED,"统计IN-2024-095问题",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-095,IN-2024-095,true
STATISTICS,ABBREVIATED,"统计IN-2024-096项目",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-096,IN-2024-096,true
STATISTICS,ABBREVIATED,"统计IN-2024-097复查",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-097,IN-2024-097,true
STATISTICS,ABBREVIATED,"统计IN-2024-098趋势",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-098,IN-2024-098,true
